Attendance,Internal Marks,Class Participation,Academic Activities,Sleep Time,Study Time,Final Marks
55,73,76,53,59,54,59
99,51,82,74,82,91,87
93,68,80,82,34,53,99
91,86,53,49,49,44,36
77,57,56,62,100,44,76
95,46,44,47,54,61,46
94,85,74,94,40,51,86
85,96,38,52,100,74,99
66,59,63,51,37,35,67
59,78,59,41,98,45,53
81,58,35,97,97,35,85
53,70,32,86,74,62,69
36,49,51,34,58,93,98
77,77,90,36,39,81,87
67,30,94,54,66,30,63
47,72,42,96,42,78,40
92,44,74,31,90,53,88
60,76,62,73,61,92,85
85,63,73,47,39,93,89
95,90,42,53,88,34,88
91,37,73,48,96,39,41
99,69,100,71,33,93,64
56,90,55,92,91,96,83
31,61,90,34,67,53,90
33,69,43,91,73,30,96
52,93,84,70,77,74,94
37,82,77,82,47,54,67
46,93,40,45,99,49,32
97,75,40,50,56,95,89
93,50,92,39,64,90,98
34,39,93,38,76,30,43
91,45,96,90,33,76,99
40,92,96,53,97,44,88
40,45,87,44,58,72,55
66,78,71,43,65,93,32
81,46,54,38,95,81,95
62,38,59,72,86,100,89
39,47,58,97,96,61,85
47,41,42,70,82,80,46
38,48,56,61,41,39,48
64,88,34,66,41,94,98
69,63,87,43,91,39,88
45,35,84,51,97,56,74
57,67,86,83,91,50,95
100,75,87,58,92,91,92
88,40,62,74,62,71,46
98,82,43,85,65,91,55
44,99,95,95,59,45,35
70,44,30,41,65,98,73
92,80,99,32,69,85,94
35,63,86,85,73,33,41
97,83,94,49,90,66,86
90,75,76,52,80,95,98
58,100,97,100,91,86,89
42,46,73,63,65,99,41
50,51,61,34,54,94,85
75,40,39,47,43,65,49
93,38,85,32,42,37,91
48,97,49,98,64,57,94
75,74,82,92,75,38,93
45,100,39,41,37,74,34
85,49,60,74,90,87,80
43,90,68,95,97,70,58
89,52,67,71,93,76,86
88,49,67,95,88,83,63
93,55,43,76,77,99,100
64,42,80,71,44,61,63
87,57,49,33,98,47,88
95,73,63,38,95,67,84
93,45,53,57,56,49,77
33,59,57,35,59,58,32
41,91,97,60,42,57,47
91,43,92,59,67,85,35
54,44,71,39,40,38,35
58,90,83,90,30,94,93
79,55,47,35,97,43,95
48,43,64,98,99,42,85
89,62,68,90,49,83,92
37,50,72,46,46,52,55
93,45,71,70,91,48,99
44,33,89,31,44,41,40
93,35,97,63,97,53,91
100,94,65,43,87,56,93
49,66,55,56,56,95,99
95,60,83,73,96,57,78
98,79,30,90,99,56,88
39,94,53,30,34,30,88
64,43,51,95,57,32,64
68,95,90,60,59,74,70
83,95,85,30,77,30,40
54,73,73,36,47,85,59
90,63,55,63,100,62,85
93,40,59,95,32,96,95
98,70,96,50,48,54,37
84,100,75,65,77,42,92
34,72,59,30,94,73,48
95,33,79,60,99,64,94
74,86,49,73,55,44,81
95,62,44,97,91,40,32
32,83,36,86,38,47,60
86,40,51,79,91,36,97
34,42,32,47,65,57,52
69,69,55,73,38,61,64
48,90,84,46,81,95,90
38,100,100,78,62,56,94
70,88,91,58,34,79,94
61,33,90,40,30,89,85
43,51,75,100,93,82,92
34,52,82,91,96,70,98
58,99,44,56,58,61,43
41,38,30,75,84,42,41
97,43,86,70,48,58,88
45,82,31,44,90,58,92
67,48,45,42,65,53,54
63,45,82,98,72,31,84
98,80,30,72,69,93,59
39,32,95,92,55,39,89
32,42,46,81,90,73,51
33,95,72,85,30,84,94
100,96,56,95,96,74,92
100,89,85,37,31,73,95
65,35,30,46,59,48,66
36,33,39,71,39,91,95
91,65,90,47,57,45,91
89,32,63,38,93,96,98
87,52,73,100,35,41,89
56,79,83,52,63,40,75
98,96,96,50,96,67,87
55,92,100,98,59,41,97
81,52,49,70,77,52,33
33,60,34,56,71,89,84
96,46,40,49,95,50,87
75,38,59,35,81,90,33
90,90,33,72,63,51,67
63,45,62,69,33,50,65
99,87,40,100,30,64,100
55,41,94,99,30,93,89
60,77,94,91,65,71,100
66,60,96,48,35,49,99
92,96,60,92,37,100,97
45,48,74,44,63,34,37
87,99,97,33,86,42,87
91,71,92,95,90,55,98
53,52,43,57,97,35,81
96,69,71,98,47,37,99
81,47,30,93,79,41,57
75,61,95,93,87,61,85
34,32,30,65,39,30,34
100,60,36,77,60,92,95
96,98,75,55,75,38,74
43,48,42,46,65,57,52
66,39,54,80,41,94,32
80,79,41,44,91,71,49
53,82,35,33,84,69,59
62,91,36,85,91,62,87
43,44,48,82,83,51,33
98,96,33,82,86,35,88
42,46,72,37,88,39,30
82,81,43,38,93,54,61
69,89,35,93,92,54,86
100,47,57,63,63,40,94
41,62,60,45,79,92,43
56,93,91,62,33,40,86
48,48,88,38,33,52,64
55,88,75,90,65,66,96
76,98,96,56,35,66,68
78,88,35,76,85,64,83
88,68,33,59,63,52,63
88,93,43,57,100,99,89
100,81,46,72,57,45,90
47,91,39,30,80,86,95
72,44,50,57,54,87,78
58,92,80,55,93,90,88
94,45,52,56,88,35,90
48,96,63,54,64,98,37
71,83,72,97,31,48,65
85,70,62,36,47,92,86
89,64,97,49,72,99,97
85,54,46,58,97,91,92
39,83,64,56,54,86,55
57,98,55,73,97,98,87
38,44,89,47,31,81,58
77,94,62,74,92,68,99
70,99,54,71,90,36,85
32,40,41,41,30,49,53
34,67,100,72,38,80,53
70,73,82,52,44,33,39
98,66,40,57,45,42,88
45,73,98,43,51,86,51
93,67,38,53,87,43,58
35,71,57,56,96,63,90
53,100,60,66,30,77,91
30,89,100,97,58,53,88
49,73,38,57,39,41,60
64,39,89,96,40,50,85
58,56,85,49,91,35,82
32,96,60,30,60,52,92
85,60,97,57,100,57,93
40,96,97,94,92,74,87
61,93,79,60,79,75,56
64,69,32,94,47,91,93
94,52,89,49,87,67,86
77,73,35,43,56,56,51
74,80,54,90,79,55,88
65,93,56,96,100,35,96
97,67,42,65,100,48,81
89,85,40,88,84,55,51
87,84,35,55,84,67,46
50,31,80,58,61,71,33
87,30,93,94,50,57,98
97,71,54,58,52,41,37
92,44,88,49,39,31,66
92,67,71,64,32,98,98
91,54,33,79,72,62,95
69,47,87,73,98,93,90
78,100,98,80,66,58,87
83,87,38,67,83,90,87
30,95,66,45,79,37,32
95,80,63,94,98,90,100
100,91,44,66,59,63,97
60,92,62,66,68,43,34
82,64,97,91,61,94,96
65,67,84,94,73,61,90
92,92,49,99,82,88,99
48,74,61,30,87,90,54
99,100,42,42,92,99,89
76,94,100,64,64,34,100
66,79,44,90,49,46,54
48,55,59,100,91,54,100
37,47,37,100,50,61,58
75,97,75,65,91,69,78
97,97,88,72,85,60,96
91,85,35,100,65,95,87
59,83,96,77,99,78,93
56,84,69,74,94,91,63
68,40,92,81,36,33,85
98,94,87,41,98,49,96
35,73,97,64,66,39,93
95,90,31,95,88,64,92
96,31,77,65,64,50,89
80,71,81,38,84,61,66
78,39,95,69,48,47,97
59,55,41,39,86,38,61
82,98,91,30,47,83,100
35,91,36,80,46,31,48
40,92,31,96,98,39,90
38,96,35,44,47,34,47
43,92,50,91,73,49,74
35,39,79,44,98,54,92
34,85,89,64,83,100,55
65,37,44,68,41,92,62
71,69,61,65,42,91,92
93,40,70,79,31,37,74
65,86,56,65,98,41,67
50,75,88,82,43,74,48
94,82,51,85,59,59,92
51,84,66,60,33,48,72
91,64,90,93,92,72,86
70,66,75,71,43,50,37
80,41,88,92,76,31,94
53,88,34,84,62,55,44
42,75,40,98,58,34,95
100,64,79,68,91,53,89
82,43,95,71,84,41,46
39,98,77,40,46,69,48
92,55,63,33,50,98,51
54,86,44,63,70,33,73
43,48,36,47,88,99,94
92,99,32,33,91,63,39
79,77,71,97,75,99,96
37,66,51,81,50,37,39
41,85,99,89,33,86,100
99,62,46,81,55,51,100
84,70,91,45,90,39,48
35,68,30,38,54,71,31
98,70,37,62,84,58,96
48,31,76,71,44,44,75
95,99,77,54,66,87,62
31,69,45,45,87,69,40
80,36,48,98,70,63,96
93,97,100,48,51,69,94
71,75,67,52,71,33,84
38,52,43,94,52,63,88
37,88,48,86,90,98,91
44,96,84,39,83,90,83
61,77,50,35,54,72,30
46,64,72,85,64,38,54
86,52,100,64,46,58,94
31,86,59,55,49,90,31
88,79,91,64,51,65,95
61,79,97,53,43,62,38
45,92,54,81,50,79,89
93,75,91,47,100,38,82
67,97,96,50,50,47,90
60,91,48,53,90,100,84
62,34,38,93,95,87,48
61,51,32,34,56,43,59
89,43,91,85,37,92,58
34,66,95,72,95,60,99
65,48,65,59,40,82,67
33,92,35,49,99,88,39
69,32,41,98,79,93,94
78,95,59,95,79,43,86
40,95,30,86,39,88,95
49,93,44,62,96,54,92
43,38,41,68,43,84,46
39,86,85,35,92,60,30
63,31,95,100,79,74,70
93,58,89,35,54,49,92
56,75,97,97,90,33,88
61,62,45,40,35,99,77
48,68,44,42,45,94,57
35,61,68,97,60,56,97
90,85,35,74,55,91,94
62,74,95,89,94,76,98
51,30,33,38,94,62,86
66,83,36,100,36,67,90
70,68,74,36,35,97,85
100,89,62,46,69,52,91
78,73,53,38,83,62,69
100,64,93,98,46,76,61
62,91,46,82,75,69,47
33,73,31,99,86,41,67
49,52,67,92,92,33,99
69,70,34,86,47,44,53
44,63,63,44,93,44,100
81,90,82,80,36,64,87
65,42,56,66,31,69,39
63,91,44,89,33,87,61
59,44,90,55,63,75,97
82,89,31,46,91,70,79
75,78,72,96,70,100,97
83,30,98,73,34,59,97
78,93,92,77,42,36,87
92,72,55,60,35,73,94
67,87,96,80,33,84,94
88,82,98,31,43,43,99
57,87,55,99,63,82,94
38,69,100,53,40,43,86
43,55,97,66,52,92,95
95,36,59,35,33,98,41
53,88,74,91,100,42,57
57,84,74,57,93,82,80
47,75,32,57,91,93,99
69,98,64,85,72,90,97
90,95,64,92,87,90,98
68,60,93,50,95,89,100
98,90,53,54,65,59,100
81,30,65,38,78,31,62
59,42,43,68,39,93,94
59,35,100,50,65,53,97
97,32,86,93,56,51,87
79,75,59,57,43,84,54
49,33,33,50,64,42,41
41,100,99,50,95,41,33
96,55,61,32,31,59,54
43,99,34,89,57,87,72
43,88,93,82,47,59,88
99,92,89,88,78,97,95
99,38,53,71,87,78,96
93,46,47,94,55,60,95
58,46,76,39,100,94,90
74,64,97,58,94,49,74
39,46,81,38,56,60,54
64,86,75,45,32,96,44
90,55,97,96,56,91,95
52,99,47,76,78,34,98
31,80,55,83,37,38,54
61,56,35,76,86,63,82
57,100,40,99,85,97,36
34,95,36,80,44,59,41
33,52,67,50,51,54,35
38,95,87,78,64,30,96
91,69,92,79,89,45,85
71,84,39,47,43,81,71
65,48,58,39,76,97,54
83,78,100,95,97,47,100
56,63,97,64,42,100,58
92,89,59,94,82,97,96
86,45,32,83,61,56,45
95,60,36,92,90,39,92
75,93,41,36,65,83,85
85,66,43,56,92,48,74
90,95,89,61,98,98,62
53,41,39,60,46,81,63
51,97,74,53,77,34,35
73,32,75,31,53,79,33
42,79,61,46,69,55,54
31,64,77,56,73,67,42
94,58,51,94,90,36,91
100,40,98,67,32,94,48
90,30,74,33,98,46,67
96,75,86,93,42,36,91
56,83,50,77,72,95,95
44,68,78,35,67,73,60
38,93,61,31,35,84,34
90,97,47,81,38,51,96
37,88,55,53,98,55,85
86,43,52,89,50,65,37
40,62,63,52,90,90,56
76,53,46,99,61,36,75
96,56,55,68,68,48,87
69,58,94,48,92,77,97
45,41,49,30,46,87,41
49,73,38,67,64,69,42
55,45,77,45,99,91,99
91,33,80,57,74,84,98
66,30,48,92,67,50,96
62,98,45,88,63,52,74
66,85,61,43,94,67,93
31,53,66,47,75,99,47
96,90,83,91,48,95,94
97,100,87,36,32,91,33
91,92,85,51,69,30,88
77,99,45,98,61,73,37
72,90,71,72,47,80,89
94,98,55,48,99,51,89
58,61,82,97,30,87,70
96,88,78,74,91,79,98
61,95,82,32,33,55,89
82,99,96,58,93,46,85
48,63,96,88,66,54,98
53,32,43,82,74,68,84
75,67,51,34,74,67,77
85,52,42,30,47,31,65
96,72,95,35,62,47,89
81,53,87,72,76,84,58
65,78,98,61,68,41,94
76,70,90,68,34,91,53
62,31,59,48,48,60,30
40,56,35,84,68,96,79
43,47,98,82,54,93,46
93,83,49,32,70,37,90
85,43,40,66,91,100,98
88,97,52,53,93,51,89
75,93,72,81,73,74,57
74,69,83,96,83,95,94
94,36,54,52,93,93,93
51,91,66,41,38,73,88
95,73,85,81,66,42,87
97,59,43,100,91,72,41
77,100,93,49,96,85,87
30,98,99,46,98,60,91
59,50,94,61,94,89,64
100,89,34,45,32,75,70
40,73,62,64,50,67,72
77,44,75,71,32,90,37
93,62,70,82,65,68,85
53,33,100,39,96,30,85
95,51,83,61,30,72,85
95,97,66,49,90,47,88
35,92,73,76,67,48,97
30,63,75,34,87,92,97
93,63,55,73,49,98,90
96,47,72,50,39,84,80
63,82,47,45,91,99,100
47,82,70,48,37,86,39
36,46,94,31,84,41,32
85,74,82,97,46,48,54
93,98,69,85,68,47,86
42,35,79,41,96,91,96
99,99,81,80,45,81,88
69,100,34,33,96,94,86
38,46,73,69,82,98,83
90,92,84,93,31,97,86
100,56,98,46,84,68,85
81,100,32,65,92,55,54
70,31,96,71,32,52,55
91,41,97,99,65,42,99
44,36,90,93,79,38,85
54,47,90,60,95,46,90
33,79,97,54,91,41,89
44,36,71,37,86,77,38
68,94,48,82,80,47,88
80,84,60,63,70,90,92
62,41,62,83,82,75,56
96,79,99,95,41,31,99
98,93,85,40,85,77,93
82,41,100,86,47,89,91
99,86,32,96,85,45,92
90,90,89,36,97,99,95
39,63,48,87,93,70,54
51,99,64,81,98,35,43
59,62,41,36,92,49,84
84,30,97,38,65,54,96
88,94,41,34,60,92,46
64,51,51,77,32,43,48
62,52,39,66,53,48,35
43,49,54,78,87,92,85
89,30,36,92,88,95,67
95,91,69,48,49,61,93
81,37,77,100,97,64,42
83,42,38,97,42,31,85
81,39,93,41,81,62,31
78,93,53,44,57,38,77
64,43,94,95,73,32,91
90,37,96,94,56,33,87
61,84,82,30,58,93,96
41,36,50,44,84,84,74
68,33,61,97,92,89,93
45,60,37,55,100,69,87
33,46,46,99,79,34,83
48,96,35,99,93,79,90
48,33,32,31,51,79,43
46,78,99,69,76,47,44
79,56,55,53,96,66,88
94,34,89,89,92,36,94
99,96,84,87,97,69,89
45,51,100,89,45,43,50
76,85,69,34,41,65,43
66,78,98,83,57,42,56
53,71,82,46,30,35,49
65,34,68,98,49,88,93
55,38,86,71,36,30,33
97,81,83,85,66,67,62
49,68,68,75,92,90,78
64,80,33,49,100,91,77
44,49,34,48,47,55,55
99,97,35,87,38,99,100
52,98,96,52,47,65,100
80,76,51,60,48,81,50
46,91,68,80,88,85,99
93,39,54,34,84,73,100
31,48,60,55,63,94,85
66,94,36,61,42,68,32
69,68,40,80,77,38,57
91,65,99,92,90,59,86
44,100,52,80,72,50,100
69,68,89,80,44,37,38
59,87,79,86,51,83,63
31,57,39,31,81,62,73
92,48,67,85,44,39,72
74,97,52,82,90,58,93
81,61,99,90,90,57,92
69,66,91,94,39,91,87
52,95,73,39,54,76,69
84,82,84,62,52,96,68
59,67,99,55,82,37,91
67,90,86,94,90,63,97
59,86,74,38,91,59,82
60,86,94,61,72,78,69
79,46,50,98,66,60,98
30,46,36,82,59,81,32
81,30,36,96,84,37,88
69,44,37,91,90,89,97
64,61,79,38,58,68,54
32,52,100,98,31,37,43
58,59,79,47,77,91,88
75,72,81,53,43,65,51
33,87,92,30,67,98,97
60,46,30,63,64,89,35
47,89,66,95,59,98,60
34,61,64,58,99,84,60
67,92,87,69,68,76,60
86,64,33,39,40,59,37
46,98,42,98,90,86,98
96,79,86,73,34,72,91
97,41,34,57,70,93,87
61,53,31,49,75,62,71
62,93,93,81,90,65,70
66,96,98,60,83,51,92
75,47,46,87,64,80,53
61,73,65,44,37,50,48
78,86,98,93,59,87,96
55,59,81,98,82,51,100
84,67,64,32,53,52,72
99,39,79,32,45,31,35
34,73,59,52,84,57,75
60,58,96,100,73,65,93
32,44,65,55,94,89,39
98,47,58,70,42,95,92
91,56,56,86,52,39,94
41,33,92,58,45,82,32
91,88,75,34,79,39,34
96,94,45,58,45,76,78
57,59,39,59,31,40,50
34,84,55,98,33,31,96
88,43,48,93,77,44,90
41,93,76,37,48,68,93
53,33,80,65,97,41,78
69,49,73,79,95,45,98
95,61,41,100,37,77,67
98,91,51,44,76,100,95
75,50,74,32,49,94,30
60,100,94,95,77,37,99
68,35,66,32,60,44,74
75,95,32,30,94,54,41
99,87,50,38,30,58,93
39,68,55,35,51,55,70
77,62,99,46,92,49,36
82,36,38,59,49,31,53
45,32,44,62,96,90,64
32,64,76,40,65,30,72
68,44,70,30,47,37,35
75,74,54,55,99,85,85
30,63,91,76,77,53,70
80,66,91,42,89,97,90
40,90,56,48,92,77,96
100,38,95,70,100,87,88
34,54,45,39,75,67,80
41,97,63,91,74,83,97
73,85,67,99,31,44,35
47,51,33,45,94,60,87
30,95,52,47,52,50,87
99,39,59,88,73,91,85
38,63,47,52,85,35,33
46,34,76,62,91,35,93
74,49,94,46,42,96,66
34,46,47,80,46,93,61
66,56,95,33,78,36,100
66,100,60,96,64,39,98
91,34,31,51,92,86,94
84,87,91,37,95,92,92
98,80,37,49,40,66,93
41,42,67,31,95,42,40
30,86,88,87,38,94,89
64,41,43,31,87,75,42
38,82,70,36,45,40,45
40,35,94,75,64,66,97
63,77,100,53,100,60,90
52,84,66,50,86,46,37
90,92,59,48,96,62,71
67,38,87,95,56,54,76
65,46,93,68,39,92,86
59,91,92,85,32,83,79
54,32,100,65,100,37,71
36,40,85,32,76,89,78
39,52,38,42,51,41,56
69,42,71,48,91,94,97
45,47,91,91,42,88,39
93,100,86,82,45,90,97
94,92,40,99,35,45,79
66,46,98,53,44,95,86
60,57,41,94,78,76,99
45,84,39,93,80,75,90
65,62,49,74,99,98,86
92,88,77,65,71,35,94
99,57,80,83,73,49,96
46,47,53,34,40,44,55
97,53,76,77,69,35,93
74,63,31,92,59,66,37
95,36,51,50,96,82,98
62,55,77,91,95,45,90
60,78,96,89,93,85,66
43,93,75,97,58,71,31
61,100,33,56,97,39,97
63,38,74,65,92,30,94
95,52,36,72,66,49,69
34,71,39,98,77,91,43
96,91,54,77,46,70,86
99,40,97,40,97,47,71
95,60,88,80,99,81,98
39,100,38,100,78,53,84
93,62,69,44,70,88,97
41,52,94,62,97,37,53
92,80,43,68,95,47,98
77,92,36,99,48,96,94
36,54,88,35,92,90,97
72,65,93,49,43,63,54
41,36,79,52,40,89,79
92,65,97,54,43,49,88
98,44,70,46,78,100,89
58,30,82,32,63,46,74
37,37,76,33,34,95,41
76,94,61,77,71,40,92
53,57,64,79,37,44,35
99,94,47,56,96,30,87
49,84,51,93,90,86,99
61,50,65,84,57,57,51
89,62,86,61,96,41,50
56,74,90,70,43,72,94
92,60,90,70,74,100,92
81,92,33,84,31,82,84
51,100,31,78,100,38,68
90,54,72,33,97,41,79
71,50,94,78,66,88,93
96,47,56,99,84,50,41
92,86,51,94,86,86,88
39,97,33,40,74,53,53
91,65,97,91,45,85,91
55,95,95,41,44,95,100
47,35,80,34,78,71,43
49,33,72,93,74,92,89
82,72,95,91,91,94,87
84,40,58,99,66,54,86
93,62,35,38,42,68,49
61,72,83,91,33,34,91
63,71,54,53,38,99,49
88,73,31,57,43,76,53
91,69,89,45,65,98,100
31,34,36,34,32,70,69
67,97,92,49,32,82,39
43,92,35,43,84,61,95
97,44,71,92,56,42,89
73,90,44,59,100,98,84
75,30,39,61,88,95,97
68,73,81,56,89,100,57
42,94,87,78,91,63,87
90,67,73,54,55,60,86
67,76,92,79,36,86,88
70,37,46,93,83,44,88
56,59,56,98,53,74,85
84,72,62,85,49,91,67
47,90,41,51,90,37,86
89,37,61,64,89,88,79
62,100,40,43,86,33,100
36,52,89,48,56,41,35
83,55,60,92,58,89,88
63,72,55,74,98,56,95
67,66,94,67,37,44,97
100,91,100,35,92,70,88
61,95,83,39,98,63,90
37,73,45,30,48,50,54
52,98,73,48,47,80,99
55,95,60,83,66,47,61
70,77,42,32,68,65,30
73,100,92,82,37,93,96
54,54,96,94,62,42,97
77,95,88,93,33,93,75
46,69,58,94,99,30,90
69,64,88,37,77,77,51
36,92,99,42,66,30,30
95,87,70,40,79,91,73
79,38,78,70,52,35,80
72,34,99,80,32,70,87
48,60,84,46,61,65,56
74,52,53,85,95,92,88
89,47,36,66,30,50,43
100,89,75,45,46,98,39
91,42,44,78,95,69,67
72,97,37,35,78,96,78
71,35,37,45,99,30,48
99,62,82,43,90,45,57
81,57,45,30,71,97,70
97,71,55,40,68,37,93
50,41,65,94,87,76,61
90,90,69,46,77,65,85
57,90,38,100,70,43,70
86,87,31,92,84,51,93
83,53,49,76,58,75,83
34,74,67,97,70,52,80
43,98,74,59,35,34,99
64,37,39,73,82,98,35
61,90,30,97,87,69,72
65,83,95,87,35,64,93
53,65,78,90,52,95,77
64,69,70,91,92,95,87
39,51,97,95,80,40,98
40,41,76,100,70,37,54
99,42,78,61,88,93,100
60,72,72,93,32,86,65
93,69,81,98,95,42,64
39,51,75,39,63,96,38
64,36,37,96,53,53,89
37,64,99,81,43,98,88
100,100,40,31,30,36,92
76,70,68,61,66,68,59
84,90,97,71,89,34,64
47,35,61,91,75,94,99
61,94,57,36,54,58,91
71,61,69,93,95,71,96
39,36,77,30,75,66,42
91,86,94,99,73,36,54
95,100,37,81,98,54,90
98,55,75,81,87,50,69
33,69,37,41,57,97,48
67,49,47,98,78,87,51
100,76,83,53,33,81,50
31,31,46,58,72,78,37
53,76,36,52,31,57,64
90,97,90,47,69,91,93
77,56,76,61,41,73,33
30,80,88,40,61,34,79
85,94,34,48,83,66,35
53,85,39,66,57,98,37
44,60,48,100,87,78,85
80,68,92,48,35,46,54
62,98,37,51,64,50,84
55,58,97,100,60,66,99
73,95,33,45,99,97,88
37,51,51,31,60,93,85
71,60,32,98,95,45,74
42,59,92,65,76,85,73
44,51,93,77,95,44,95
43,91,54,90,94,45,95
100,43,100,74,49,76,90
83,95,95,57,73,68,87
48,97,57,42,63,47,34
100,46,64,61,97,42,43
99,80,66,49,35,31,96
34,100,56,65,65,33,94
33,34,90,93,47,79,85
46,93,42,39,65,48,41
65,95,69,75,45,66,73
56,99,30,85,55,38,57
67,83,65,81,78,60,59
80,33,40,93,63,34,96
98,82,38,39,85,83,96
59,100,82,74,35,58,70
40,52,98,30,40,55,32
73,65,49,96,90,30,93
52,67,93,47,91,46,87
91,84,98,82,94,41,43
68,92,48,42,68,68,41
43,54,81,65,61,96,94
71,82,70,33,94,90,97
89,99,31,67,36,87,99
56,44,66,32,79,32,76
93,99,90,91,64,83,85
88,92,48,98,85,45,56
57,73,62,67,31,90,32
40,82,57,79,92,98,100
74,44,72,41,43,48,44
76,44,33,59,39,99,55
47,35,49,70,81,54,33
100,73,42,58,94,35,73
60,73,93,76,77,63,72
61,94,45,70,36,73,99
91,73,94,54,83,45,89
62,90,35,62,71,90,87
88,44,98,51,79,64,57
55,85,74,46,96,93,79
98,100,37,98,86,47,100
42,88,92,80,33,58,99
94,94,94,86,90,93,91
75,78,90,65,32,53,31
47,87,76,47,42,46,33
65,60,40,92,85,45,76
52,67,88,35,69,96,89
92,69,69,73,99,58,58
45,47,44,35,83,58,51
100,96,39,45,82,98,94
72,66,99,40,44,76,97
38,61,59,45,45,75,49
30,96,34,96,39,78,91
93,53,97,89,50,30,90
76,60,58,36,99,61,98
76,68,95,79,99,99,100
36,96,84,77,94,38,99
57,85,89,51,47,61,35
81,67,57,31,99,93,94
63,69,67,69,45,35,54
42,87,53,94,99,56,76
98,39,54,90,32,40,89
57,68,75,98,46,65,62
45,61,32,94,46,83,62
98,73,57,73,91,38,64
64,99,56,80,93,78,95
52,65,89,95,96,91,82
53,94,95,70,60,71,89
61,69,66,41,84,98,85
59,54,57,99,94,42,90
39,39,64,99,85,99,89
95,75,93,65,43,47,86
61,47,89,59,90,80,79
60,96,57,60,43,41,83
81,45,52,31,42,52,48
95,89,80,94,61,57,97
41,65,37,97,49,53,100
51,93,50,55,71,75,92
32,34,31,48,88,87,35
56,39,54,100,96,30,85
66,75,35,99,72,89,44
98,64,42,80,91,81,97
73,65,50,68,37,57,63
35,99,32,76,44,89,61
31,71,56,54,85,94,65
77,77,92,92,94,64,93
90,54,96,91,40,54,91
90,93,86,50,94,83,85
73,76,96,37,91,54,31
82,98,99,88,69,35,89
36,37,30,39,51,59,39
58,79,54,49,71,46,55
58,38,37,96,93,75,90
57,62,62,69,46,43,57
91,87,82,79,91,36,49
78,92,59,89,57,49,33
30,63,83,86,42,76,32
53,39,44,33,99,81,81
92,70,66,45,46,86,86
35,61,75,49,47,76,50
95,52,87,98,87,98,100
99,66,97,67,38,85,44
65,47,86,41,32,31,44
100,99,85,84,81,96,94
37,93,94,46,74,85,32
91,95,74,95,95,59,99
92,30,47,89,31,43,45
76,78,73,94,34,63,57
35,64,60,35,86,33,47
96,39,93,51,30,59,91
48,44,76,52,77,63,72
54,75,66,97,59,69,87
39,47,37,98,90,62,96
54,92,37,69,47,79,94
31,88,48,92,100,93,90
70,68,98,79,64,40,64
56,45,89,33,91,89,61
58,50,77,66,100,68,99
77,95,40,30,39,31,50
43,82,67,100,41,46,53
80,91,57,37,68,37,38
46,93,100,85,72,65,99
43,37,53,88,59,58,36
33,64,43,50,90,86,63
36,84,40,86,63,32,53
90,83,66,37,37,73,88
61,100,91,72,70,51,92
63,50,91,38,85,50,76
56,37,86,82,87,52,58
53,40,38,66,93,47,30
42,95,34,74,91,67,47
91,89,94,33,45,99,58
69,82,30,30,93,61,95
42,62,39,89,69,55,71
44,64,41,92,62,88,74
48,66,50,99,98,34,43
30,58,36,59,57,88,33
61,83,53,62,38,60,44
40,86,44,92,100,66,98
62,93,93,44,39,84,31
52,60,64,87,88,97,91
40,49,81,50,35,79,63
31,75,96,30,50,98,98
65,92,51,90,54,98,100
65,50,32,55,100,64,98
32,100,57,76,45,50,49
66,74,41,39,86,55,51
97,68,81,91,78,50,97
73,91,98,39,60,97,91
100,96,100,89,86,41,86
96,31,82,81,41,100,89
46,50,45,76,99,60,30
87,84,40,59,89,30,62
56,88,52,47,91,92,82
86,40,39,85,81,61,84
88,42,43,59,34,50,36
46,59,42,72,96,84,92
65,33,98,82,40,67,91
91,75,82,60,35,74,95
68,76,56,39,78,69,69
37,51,74,80,91,43,31
66,91,83,39,42,37,86
59,48,93,41,96,38,92
97,99,67,77,46,100,99
88,47,100,53,62,94,91
36,92,47,98,99,41,93
88,93,79,100,96,49,89
48,95,72,99,98,93,100
87,34,82,79,96,85,94
42,93,42,61,78,61,50
63,99,37,73,49,44,90
94,32,59,55,52,30,86
76,67,80,33,96,39,94
42,53,61,45,70,90,100
35,47,100,83,66,96,88
79,79,37,61,52,37,50
57,62,92,76,82,83,90
53,73,74,48,97,96,88
66,91,53,55,44,76,99
88,68,66,81,93,32,61
48,46,96,96,32,61,96
82,67,84,91,76,57,93
44,63,34,62,55,88,75
52,88,47,88,47,52,39
36,88,57,56,43,93,92
70,96,54,56,66,93,66
41,73,63,76,39,34,44
97,94,41,81,73,75,74
39,88,75,85,50,59,46
33,99,47,93,55,46,87
31,75,92,61,73,71,59
96,63,51,33,84,90,97
55,93,55,60,84,84,92
94,86,52,43,95,45,33
66,67,99,57,63,36,89
43,92,84,77,56,85,88
49,98,80,95,100,46,80
95,97,54,51,64,47,98
62,66,54,46,38,92,53
55,66,50,33,52,57,80
63,63,57,92,51,38,82
47,75,92,50,73,42,100
79,96,54,72,46,93,85
51,79,69,54,99,69,94
48,33,99,89,66,98,100
88,96,92,100,67,65,98
30,45,44,65,34,58,37
60,95,59,86,98,68,74
34,82,62,69,79,95,66
72,67,47,47,42,33,53
58,59,37,69,95,93,94
66,92,81,74,56,79,73
54,68,45,35,55,98,34
37,93,36,64,49,77,63
